,Advertiser_ID,Advertiser_Name,Date_Range_Start,Date_Range_End,Num_of_Days,Impressions,Spend_USD
143451,AR340024520645541888,TULSI NOW INC,2019-09-27,2019-10-01,3,≤ 10k,≤ 100
143453,AR340024520645541888,TULSI NOW INC,2019-08-03,2019-08-19,3,≤ 10k,≤ 100
143458,AR340024520645541888,TULSI NOW INC,2019-09-23,2019-10-03,2,≤ 10k,≤ 100
143464,AR340024520645541888,TULSI NOW INC,2019-05-12,2019-08-07,69,100k-1M,1k-50k
143468,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-30,22,10k-100k,≤ 100
143469,AR340024520645541888,TULSI NOW INC,2019-09-27,2019-10-03,3,≤ 10k,≤ 100
143471,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,27,≤ 10k,≤ 100
143474,AR340024520645541888,TULSI NOW INC,2019-06-25,2019-07-16,5,≤ 10k,≤ 100
143477,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-02,16,≤ 10k,≤ 100
143478,AR340024520645541888,TULSI NOW INC,2019-07-12,2019-07-26,15,10k-100k,100-1k
143479,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-09,21,≤ 10k,≤ 100
143484,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-29,32,≤ 10k,≤ 100
143488,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-29,7,≤ 10k,≤ 100
143492,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-08-30,9,≤ 10k,≤ 100
143493,AR340024520645541888,TULSI NOW INC,2019-06-26,2019-06-29,2,≤ 10k,≤ 100
143495,AR340024520645541888,TULSI NOW INC,2019-07-18,2019-07-23,6,≤ 10k,≤ 100
143504,AR340024520645541888,TULSI NOW INC,2019-09-21,2019-10-03,6,≤ 10k,≤ 100
143505,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-17,13,10k-100k,≤ 100
143507,AR340024520645541888,TULSI NOW INC,2019-09-24,2019-10-03,9,≤ 10k,≤ 100
143517,AR340024520645541888,TULSI NOW INC,2019-06-27,2019-07-02,4,≤ 10k,≤ 100
143522,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-20,6,≤ 10k,≤ 100
143523,AR340024520645541888,TULSI NOW INC,2019-06-24,2019-07-28,17,≤ 10k,≤ 100
143529,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-17,12,≤ 10k,≤ 100
143530,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-29,15,≤ 10k,≤ 100
143532,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-22,3,≤ 10k,≤ 100
143535,AR340024520645541888,TULSI NOW INC,2019-07-09,2019-07-27,8,≤ 10k,≤ 100
143538,AR340024520645541888,TULSI NOW INC,2019-08-12,2019-09-06,25,10k-100k,100-1k
143544,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,21,10k-100k,≤ 100
143552,AR340024520645541888,TULSI NOW INC,2019-03-11,2019-10-02,168,≤ 10k,100-1k
143566,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-23,13,≤ 10k,≤ 100
143567,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-05,10,≤ 10k,≤ 100
143572,AR340024520645541888,TULSI NOW INC,2019-06-28,2019-06-28,1,≤ 10k,≤ 100
143575,AR340024520645541888,TULSI NOW INC,2019-03-12,2019-07-18,32,≤ 10k,≤ 100
143577,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,21,≤ 10k,≤ 100
143579,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-08,3,≤ 10k,≤ 100
143587,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-11,2,≤ 10k,≤ 100
143604,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-10-03,50,100k-1M,100-1k
143614,AR340024520645541888,TULSI NOW INC,2019-08-10,2019-09-06,24,10k-100k,100-1k
143615,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-09-10,35,≤ 10k,≤ 100
143616,AR340024520645541888,TULSI NOW INC,2019-07-12,2019-07-27,8,≤ 10k,≤ 100
143618,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-04,10,10k-100k,≤ 100
143619,AR340024520645541888,TULSI NOW INC,2019-07-13,2019-07-26,4,≤ 10k,≤ 100
143620,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-09-11,37,1M-10M,1k-50k
143622,AR340024520645541888,TULSI NOW INC,2019-05-22,2019-05-24,3,≤ 10k,100-1k
143623,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-18,2,≤ 10k,≤ 100
143628,AR340024520645541888,TULSI NOW INC,2019-07-09,2019-07-29,16,≤ 10k,≤ 100
143629,AR340024520645541888,TULSI NOW INC,2019-07-20,2019-07-23,4,≤ 10k,≤ 100
143634,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-08-26,12,≤ 10k,≤ 100
143636,AR340024520645541888,TULSI NOW INC,2019-07-16,2019-09-18,55,10k-100k,100-1k
143637,AR340024520645541888,TULSI NOW INC,2019-09-12,2019-09-12,1,≤ 10k,≤ 100
143638,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-09-10,29,≤ 10k,≤ 100
143639,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-02,18,≤ 10k,≤ 100
143649,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-24,12,≤ 10k,≤ 100
143656,AR340024520645541888,TULSI NOW INC,2019-08-31,2019-08-31,1,≤ 10k,≤ 100
143660,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-08-07,2,100k-1M,≤ 100
143661,AR340024520645541888,TULSI NOW INC,2019-06-24,2019-07-29,13,≤ 10k,≤ 100
143662,AR340024520645541888,TULSI NOW INC,2019-09-28,2019-10-03,4,≤ 10k,≤ 100
143666,AR340024520645541888,TULSI NOW INC,2019-06-27,2019-06-27,1,≤ 10k,≤ 100
143667,AR340024520645541888,TULSI NOW INC,2019-09-17,2019-09-20,4,≤ 10k,≤ 100
143668,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-09-05,31,1M-10M,100-1k
143674,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-28,18,≤ 10k,≤ 100
143677,AR340024520645541888,TULSI NOW INC,2019-07-29,2019-08-04,7,100k-1M,≤ 100
143679,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-29,18,≤ 10k,≤ 100
143680,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-23,11,≤ 10k,≤ 100
143687,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,23,100k-1M,100-1k
143688,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-29,20,10k-100k,≤ 100
143690,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-08-08,3,100k-1M,≤ 100
143692,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-04,17,10k-100k,≤ 100
143697,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-28,21,≤ 10k,≤ 100
143699,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-11,25,≤ 10k,≤ 100
143700,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-16,41,1M-10M,≤ 100
143705,AR340024520645541888,TULSI NOW INC,2019-07-17,2019-07-29,13,1M-10M,100-1k
143711,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-11,31,≤ 10k,≤ 100
143723,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-10,39,≤ 10k,≤ 100
143749,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-01,21,≤ 10k,≤ 100
143750,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-03,10,≤ 10k,≤ 100
143753,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-02,35,10k-100k,≤ 100
143757,AR340024520645541888,TULSI NOW INC,2019-04-22,2019-05-21,30,1M-10M,1k-50k
143769,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-01,32,10k-100k,≤ 100
143770,AR340024520645541888,TULSI NOW INC,2019-06-25,2019-07-29,18,≤ 10k,≤ 100
143778,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-28,12,≤ 10k,≤ 100
143782,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,40,≤ 10k,≤ 100
143783,AR340024520645541888,TULSI NOW INC,2019-08-11,2019-09-06,26,10k-100k,100-1k
143784,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-01,24,≤ 10k,≤ 100
143787,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-08,30,≤ 10k,≤ 100
143790,AR340024520645541888,TULSI NOW INC,2019-09-28,2019-10-02,4,≤ 10k,≤ 100
143797,AR340024520645541888,TULSI NOW INC,2019-06-26,2019-07-28,5,≤ 10k,≤ 100
143801,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-30,31,10k-100k,≤ 100
143812,AR340024520645541888,TULSI NOW INC,2019-06-28,2019-07-29,12,≤ 10k,≤ 100
143820,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-28,13,≤ 10k,≤ 100
143833,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-03,3,≤ 10k,≤ 100
143834,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-08,11,≤ 10k,≤ 100
143842,AR340024520645541888,TULSI NOW INC,2019-07-17,2019-07-28,12,100k-1M,100-1k
143848,AR340024520645541888,TULSI NOW INC,2019-06-26,2019-07-07,12,≤ 10k,≤ 100
143849,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-29,13,≤ 10k,≤ 100
143851,AR340024520645541888,TULSI NOW INC,2019-06-25,2019-07-13,4,≤ 10k,≤ 100
143852,AR340024520645541888,TULSI NOW INC,2019-07-17,2019-07-25,9,≤ 10k,≤ 100
143854,AR340024520645541888,TULSI NOW INC,2019-09-26,2019-10-03,5,≤ 10k,≤ 100
143859,AR340024520645541888,TULSI NOW INC,2019-07-17,2019-07-29,13,100k-1M,≤ 100
143861,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-17,22,100k-1M,100-1k
143864,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,25,≤ 10k,≤ 100
143866,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-29,35,≤ 10k,≤ 100
143870,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-30,39,≤ 10k,≤ 100
143872,AR340024520645541888,TULSI NOW INC,2019-06-27,2019-07-08,9,≤ 10k,≤ 100
143874,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-21,3,≤ 10k,≤ 100
143877,AR340024520645541888,TULSI NOW INC,2019-03-12,2019-07-15,28,≤ 10k,≤ 100
143883,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-08-07,1,≤ 10k,≤ 100
143884,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,12,10k-100k,≤ 100
143892,AR340024520645541888,TULSI NOW INC,2019-09-18,2019-10-03,12,≤ 10k,≤ 100
143893,AR340024520645541888,TULSI NOW INC,2019-05-12,2019-05-12,1,≤ 10k,≤ 100
143897,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-29,17,≤ 10k,≤ 100
143899,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-20,13,10k-100k,≤ 100
143904,AR340024520645541888,TULSI NOW INC,2019-08-19,2019-09-11,24,100k-1M,≤ 100
143910,AR340024520645541888,TULSI NOW INC,2019-06-30,2019-07-26,5,≤ 10k,≤ 100
143911,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-08-24,5,≤ 10k,≤ 100
143913,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-01,26,10k-100k,≤ 100
143915,AR340024520645541888,TULSI NOW INC,2019-05-22,2019-05-23,2,≤ 10k,≤ 100
143918,AR340024520645541888,TULSI NOW INC,2019-09-26,2019-10-03,2,≤ 10k,≤ 100
143920,AR340024520645541888,TULSI NOW INC,2019-07-12,2019-07-25,2,≤ 10k,≤ 100
143923,AR340024520645541888,TULSI NOW INC,2019-08-04,2019-08-10,3,≤ 10k,≤ 100
143924,AR340024520645541888,TULSI NOW INC,2019-07-02,2019-07-29,5,≤ 10k,≤ 100
143928,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-30,29,10k-100k,≤ 100
143934,AR340024520645541888,TULSI NOW INC,2019-08-10,2019-09-11,24,≤ 10k,≤ 100
143937,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-01,22,10k-100k,≤ 100
143941,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-27,9,≤ 10k,≤ 100
143949,AR340024520645541888,TULSI NOW INC,2019-08-09,2019-09-11,25,≤ 10k,≤ 100
143950,AR340024520645541888,TULSI NOW INC,2019-07-16,2019-09-19,57,≤ 10k,100-1k
143952,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-28,31,≤ 10k,≤ 100
143953,AR340024520645541888,TULSI NOW INC,2019-09-26,2019-10-02,7,≤ 10k,≤ 100
143954,AR340024520645541888,TULSI NOW INC,2019-06-26,2019-07-13,6,≤ 10k,≤ 100
143956,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-29,21,≤ 10k,≤ 100
143962,AR340024520645541888,TULSI NOW INC,2019-08-12,2019-08-21,2,≤ 10k,≤ 100
143983,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-10,12,≤ 10k,≤ 100
143991,AR340024520645541888,TULSI NOW INC,2019-09-13,2019-10-03,16,≤ 10k,≤ 100
143999,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-09-10,37,≤ 10k,≤ 100
144008,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-31,21,≤ 10k,≤ 100
144011,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-06-23,1,≤ 10k,≤ 100
144013,AR340024520645541888,TULSI NOW INC,2019-10-01,2019-10-03,3,≤ 10k,≤ 100
144018,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-09,9,≤ 10k,≤ 100
144021,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-09-06,32,≤ 10k,≤ 100
144028,AR340024520645541888,TULSI NOW INC,2019-08-04,2019-08-15,2,≤ 10k,≤ 100
144029,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,40,10k-100k,≤ 100
144037,AR340024520645541888,TULSI NOW INC,2019-09-13,2019-10-03,19,≤ 10k,≤ 100
144044,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-07,13,≤ 10k,≤ 100
144047,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-02,39,≤ 10k,≤ 100
144049,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-09,38,≤ 10k,≤ 100
144053,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-28,9,≤ 10k,≤ 100
144057,AR340024520645541888,TULSI NOW INC,2019-06-27,2019-07-28,9,≤ 10k,≤ 100
144067,AR340024520645541888,TULSI NOW INC,2019-07-25,2019-08-08,15,10k-100k,1k-50k
144075,AR340024520645541888,TULSI NOW INC,2019-08-05,2019-09-06,3,≤ 10k,≤ 100
144078,AR340024520645541888,TULSI NOW INC,2019-08-03,2019-09-08,7,≤ 10k,≤ 100
144084,AR340024520645541888,TULSI NOW INC,2019-09-13,2019-09-19,5,≤ 10k,≤ 100
144089,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-22,6,≤ 10k,≤ 100
144091,AR340024520645541888,TULSI NOW INC,2019-08-18,2019-09-11,25,100k-1M,≤ 100
144094,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,22,10k-100k,≤ 100
144095,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-12,2,≤ 10k,≤ 100
144099,AR340024520645541888,TULSI NOW INC,2019-09-19,2019-10-03,9,≤ 10k,≤ 100
144103,AR340024520645541888,TULSI NOW INC,2019-07-18,2019-07-24,6,≤ 10k,≤ 100
144119,AR340024520645541888,TULSI NOW INC,2019-07-11,2019-07-16,2,≤ 10k,≤ 100
144120,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-10-03,58,10k-100k,≤ 100
144121,AR340024520645541888,TULSI NOW INC,2019-07-24,2019-07-24,1,≤ 10k,≤ 100
144128,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,24,≤ 10k,≤ 100
144133,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-08,18,≤ 10k,≤ 100
144139,AR340024520645541888,TULSI NOW INC,2019-06-28,2019-07-07,10,≤ 10k,≤ 100
144157,AR340024520645541888,TULSI NOW INC,2019-08-03,2019-09-08,11,≤ 10k,≤ 100
144159,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-08-08,3,≤ 10k,≤ 100
144166,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-09-10,23,≤ 10k,≤ 100
144168,AR340024520645541888,TULSI NOW INC,2019-08-29,2019-08-31,2,≤ 10k,≤ 100
144171,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-20,14,≤ 10k,≤ 100
144174,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-08-26,2,≤ 10k,≤ 100
144175,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-20,4,≤ 10k,≤ 100
144179,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-08-27,8,≤ 10k,≤ 100
144187,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-05,6,≤ 10k,≤ 100
144189,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-18,4,≤ 10k,≤ 100
144192,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-17,18,10k-100k,≤ 100
144193,AR340024520645541888,TULSI NOW INC,2019-06-25,2019-07-17,4,≤ 10k,≤ 100
144197,AR340024520645541888,TULSI NOW INC,2019-06-28,2019-07-25,13,≤ 10k,≤ 100
144198,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-28,13,≤ 10k,≤ 100
144203,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-14,12,≤ 10k,≤ 100
144206,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-03,12,≤ 10k,≤ 100
144210,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-20,45,100k-1M,100-1k
144212,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-01,7,≤ 10k,≤ 100
144213,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-17,23,10k-100k,≤ 100
144220,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-29,18,≤ 10k,≤ 100
144221,AR340024520645541888,TULSI NOW INC,2019-07-29,2019-08-04,7,100k-1M,100-1k
144224,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-01,19,≤ 10k,≤ 100
144239,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-10,35,≤ 10k,≤ 100
144245,AR340024520645541888,TULSI NOW INC,2019-07-13,2019-07-13,1,≤ 10k,≤ 100
144249,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-09-05,31,1M-10M,1k-50k
144260,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-07,14,≤ 10k,≤ 100
144261,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-09,40,≤ 10k,≤ 100
144263,AR340024520645541888,TULSI NOW INC,2019-08-05,2019-08-08,4,100k-1M,100-1k
144274,AR340024520645541888,TULSI NOW INC,2019-05-13,2019-05-24,11,10k-100k,100-1k
144275,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-08-28,10,≤ 10k,≤ 100
144277,AR340024520645541888,TULSI NOW INC,2019-02-28,2019-10-03,206,100k-1M,1k-50k
144290,AR340024520645541888,TULSI NOW INC,2019-09-21,2019-10-03,8,≤ 10k,≤ 100
144295,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-10,36,≤ 10k,≤ 100
144296,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-03,7,≤ 10k,≤ 100
144297,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-10,43,≤ 10k,100-1k
144301,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-27,19,10k-100k,≤ 100
144302,AR340024520645541888,TULSI NOW INC,2019-07-31,2019-09-02,9,≤ 10k,≤ 100
144303,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-11,35,≤ 10k,≤ 100
144306,AR340024520645541888,TULSI NOW INC,2019-06-27,2019-07-29,4,≤ 10k,≤ 100
144311,AR340024520645541888,TULSI NOW INC,2019-08-03,2019-08-05,2,≤ 10k,≤ 100
144324,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,18,10k-100k,≤ 100
144328,AR340024520645541888,TULSI NOW INC,2019-07-08,2019-07-26,19,10k-100k,100-1k
144331,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-08-10,8,≤ 10k,≤ 100
144333,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-30,28,10k-100k,≤ 100
144338,AR340024520645541888,TULSI NOW INC,2019-07-17,2019-07-25,9,100k-1M,≤ 100
144345,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-09-02,4,≤ 10k,≤ 100
144346,AR340024520645541888,TULSI NOW INC,2019-07-16,2019-09-18,58,10k-100k,100-1k
144349,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-09,42,≤ 10k,≤ 100
144359,AR340024520645541888,TULSI NOW INC,2019-08-14,2019-09-11,29,10k-100k,≤ 100
144360,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-11,2,≤ 10k,≤ 100
144362,AR340024520645541888,TULSI NOW INC,2019-07-30,2019-09-09,39,≤ 10k,≤ 100
144364,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-16,12,10k-100k,≤ 100
144367,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-20,12,≤ 10k,≤ 100
144368,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-18,5,≤ 10k,≤ 100
144371,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-29,23,10k-100k,≤ 100
144372,AR340024520645541888,TULSI NOW INC,2019-08-06,2019-08-07,2,10k-100k,≤ 100
144376,AR340024520645541888,TULSI NOW INC,2019-09-26,2019-10-03,4,≤ 10k,≤ 100
144381,AR340024520645541888,TULSI NOW INC,2019-03-24,2019-08-07,125,1M-10M,1k-50k
144390,AR340024520645541888,TULSI NOW INC,2019-08-24,2019-09-05,13,100k-1M,≤ 100
144396,AR340024520645541888,TULSI NOW INC,2019-09-26,2019-10-03,3,≤ 10k,≤ 100
144397,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,21,10k-100k,≤ 100
144419,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-02,42,≤ 10k,≤ 100
144420,AR340024520645541888,TULSI NOW INC,2019-08-11,2019-09-05,21,≤ 10k,100-1k
144421,AR340024520645541888,TULSI NOW INC,2019-07-12,2019-07-28,5,≤ 10k,≤ 100
144423,AR340024520645541888,TULSI NOW INC,2019-08-05,2019-08-24,6,≤ 10k,≤ 100
144426,AR340024520645541888,TULSI NOW INC,2019-08-13,2019-09-11,20,≤ 10k,≤ 100
144427,AR340024520645541888,TULSI NOW INC,2019-08-27,2019-08-27,1,≤ 10k,≤ 100
144431,AR340024520645541888,TULSI NOW INC,2019-07-13,2019-07-29,9,≤ 10k,≤ 100
144436,AR340024520645541888,TULSI NOW INC,2019-08-09,2019-08-09,1,≤ 10k,≤ 100
144455,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-24,9,≤ 10k,≤ 100
144479,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-28,33,≤ 10k,≤ 100
144481,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-05,35,100k-1M,≤ 100
144486,AR340024520645541888,TULSI NOW INC,2019-09-07,2019-09-19,9,≤ 10k,≤ 100
144497,AR340024520645541888,TULSI NOW INC,2019-06-25,2019-07-08,12,≤ 10k,≤ 100
144509,AR340024520645541888,TULSI NOW INC,2019-06-26,2019-07-07,7,≤ 10k,≤ 100
144510,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-20,27,100k-1M,100-1k
144516,AR340024520645541888,TULSI NOW INC,2019-08-11,2019-09-11,32,100k-1M,1k-50k
144524,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-20,5,≤ 10k,≤ 100
144525,AR340024520645541888,TULSI NOW INC,2019-05-15,2019-07-08,22,100k-1M,1k-50k
144528,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-24,9,≤ 10k,≤ 100
144530,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-18,26,10k-100k,≤ 100
144535,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-17,27,100k-1M,100-1k
144537,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-20,18,≤ 10k,≤ 100
144552,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-22,5,≤ 10k,≤ 100
144554,AR340024520645541888,TULSI NOW INC,2019-09-17,2019-10-03,10,≤ 10k,≤ 100
144558,AR340024520645541888,TULSI NOW INC,2019-06-23,2019-07-05,5,≤ 10k,≤ 100
144565,AR340024520645541888,TULSI NOW INC,2019-08-07,2019-10-03,48,10k-100k,≤ 100
144570,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-04,7,≤ 10k,≤ 100
144573,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-19,11,≤ 10k,≤ 100
144600,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-29,20,≤ 10k,≤ 100
144602,AR340024520645541888,TULSI NOW INC,2019-07-10,2019-07-29,19,≤ 10k,≤ 100
144604,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-03,10,≤ 10k,≤ 100
144606,AR340024520645541888,TULSI NOW INC,2019-07-16,2019-07-25,10,≤ 10k,≤ 100
144607,AR340024520645541888,TULSI NOW INC,2019-06-25,2019-07-08,10,≤ 10k,≤ 100
144617,AR340024520645541888,TULSI NOW INC,2019-07-25,2019-08-07,14,≤ 10k,100-1k
144619,AR340024520645541888,TULSI NOW INC,2019-06-26,2019-07-29,24,≤ 10k,≤ 100
144625,AR340024520645541888,TULSI NOW INC,2019-09-19,2019-10-03,8,≤ 10k,≤ 100
144627,AR340024520645541888,TULSI NOW INC,2019-07-15,2019-08-04,21,10k-100k,≤ 100
144630,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-08-21,6,≤ 10k,≤ 100
144646,AR340024520645541888,TULSI NOW INC,2019-06-27,2019-07-12,3,≤ 10k,≤ 100
144651,AR340024520645541888,TULSI NOW INC,2019-07-09,2019-07-24,3,≤ 10k,≤ 100
144652,AR340024520645541888,TULSI NOW INC,2019-09-15,2019-10-03,17,≤ 10k,≤ 100
144654,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-11,41,1M-10M,100-1k
144657,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-29,26,10k-100k,≤ 100
144658,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-09-20,19,10k-100k,≤ 100
144661,AR340024520645541888,TULSI NOW INC,2019-06-22,2019-07-29,28,≤ 10k,≤ 100
144663,AR340024520645541888,TULSI NOW INC,2019-08-01,2019-09-09,19,≤ 10k,≤ 100
144664,AR340024520645541888,TULSI NOW INC,2019-08-22,2019-10-03,34,10k-100k,≤ 100
144667,AR340024520645541888,TULSI NOW INC,2019-08-08,2019-08-21,2,≤ 10k,≤ 100
144668,AR340024520645541888,TULSI NOW INC,2019-08-02,2019-09-01,7,≤ 10k,≤ 100
144672,AR340024520645541888,TULSI NOW INC,2019-09-20,2019-10-03,2,≤ 10k,≤ 100
